dia_semana,hora_dia,local,ruido,categoria_tarefa,prazo_urgencia,dificuldade,interesse,horas_sono,horas_jejum,tempo_reacao_ms,target
6,18,1,2,1,1,5,5,6.012870236067778,1.2408042506566483,286.5381623803886,44
6,10,2,0,0,3,2,4,5.759261381960016,5.799456203185212,336.1918656336283,43
2,17,0,1,3,1,5,4,7.439628869926816,0.7102268157114058,288.2856118061586,52
3,17,0,1,2,4,3,4,6.321742664665844,3.8166676710373553,345.9027811793386,56
1,7,2,2,0,4,2,4,4.179634102667247,1.4584754148410546,372.51079940098845,49
1,16,2,2,2,2,2,2,6.705297354030433,2.951990164867219,304.2048432273417,38
5,17,0,2,1,8,2,3,8.776102891635656,0.7789790894906765,239.42853238067022,28
4,7,1,1,1,6,1,3,7.097382898113038,2.6021783211164857,326.32478239344783,60
5,12,0,0,0,7,1,3,7.264599406039806,0.8767584237009012,318.9317472431122,35
4,11,0,2,3,6,2,4,6.627642607800021,3.163775112668633,348.1640989558727,44
5,12,0,2,0,8,3,2,7.045413445376394,5.2914023207960925,353.3649164806292,19
6,20,0,1,1,7,2,2,5.403486511012829,2.313308961280626,338.4203961929927,40
1,14,0,2,1,1,1,1,8.681957109134157,1.2444882211294828,268.0397846482419,32
3,16,0,1,1,9,5,3,8.677589158009141,5.933317856158655,278.1906364405378,53
6,16,0,1,3,4,4,3,8.730035408557315,3.420885939104289,310.0503240856301,37
3,13,0,1,0,3,3,2,5.137442857556495,2.2361323389028276,376.07973648977674,51
1,22,2,1,2,1,3,4,5.871424965703719,5.547761872205531,388.3049463612083,48
3,11,0,1,3,3,4,4,8.034842011368,3.7334780876379914,316.2877352274601,63
2,7,0,1,2,1,3,1,5.389903223499948,1.5325047796252136,347.773088578597,54
6,13,1,2,2,10,2,4,6.8706973804563365,2.9864657769422562,285.36678515610265,55
2,18,0,2,3,7,3,2,8.003136812127487,1.0347886310587653,265.0514866339656,32
2,16,0,2,0,8,2,3,7.773411298107932,1.4885702833553753,249.98073019900949,39
2,8,1,0,0,4,2,5,6.028207305623518,1.2835675642319853,284.4838220424075,72
5,20,2,0,0,6,3,5,7.306282852930655,5.977417419536904,366.1659095938951,38
5,6,1,2,3,8,4,3,9.731307940530286,1.6901294097006847,268.0296311698432,34
5,13,1,0,0,5,3,4,8.70525367713757,4.055051185537259,296.48569536821185,48
0,21,1,0,0,4,5,3,8.68477899668896,1.3035350287586602,244.34025148823224,53
6,16,0,2,3,8,3,4,6.964385530252919,2.4943355710638904,280.6227601252843,38
5,22,0,0,3,3,3,5,8.938836597487272,2.615217187226334,276.0016551914881,50
5,12,2,0,3,5,4,2,8.28692703473427,1.5848279614684848,307.3957125813578,43
6,8,1,0,0,7,3,1,8.183002708818787,4.685484093139858,286.78127553765006,35
1,10,0,1,0,7,4,2,9.392900594252511,2.9940325509254793,255.15495244312905,53
3,8,1,0,2,1,3,2,5.236003668751107,3.2179680424154906,338.56195737208935,63
3,12,2,1,2,6,5,2,4.909694750200427,0.633121222465594,330.52377676510775,48
6,15,1,2,3,7,4,1,8.990141529837995,4.827475072349113,268.5318640900991,26
6,19,0,0,2,2,5,1,4.660632081066792,1.525393295686945,381.12119605397857,33
2,8,0,0,1,8,1,2,5.043248001821183,4.36529356012406,392.9865449774826,35
3,15,0,0,1,3,1,2,8.885525066567714,4.355194451376097,263.3848705632788,44
1,16,0,0,0,9,2,4,8.776084070441529,3.1308678023195453,258.7898744001297,75
5,8,0,0,1,7,2,5,5.305235074423947,5.211293889625306,376.0766787842205,42
1,15,0,2,3,1,2,1,7.465725093178225,1.8318837209296723,309.0299255670133,31
5,13,0,2,3,5,4,2,6.80821793589009,5.324422019234966,362.1916926144407,11
6,7,0,2,3,3,1,1,6.948509942766975,0.8701057202650144,303.4348630829094,20
0,18,1,2,3,3,5,5,5.399257861615876,2.32940958338238,370.2188843902286,46
1,17,1,2,2,7,1,3,4.838521400433711,3.500389151035829,329.06609014324914,44
3,18,0,1,1,2,4,2,9.127603760758815,0.9602568307192343,225.96599677357787,54
0,12,0,2,3,9,2,4,9.991838551379615,2.365092987878379,272.05563336028865,63
0,16,0,1,1,8,2,3,6.39960698609249,5.623702580897606,319.43413515820095,37
0,10,0,0,1,6,1,5,8.701602275721164,3.4779676560812254,278.4775167700184,57
1,7,0,1,3,6,5,3,6.639130807910631,3.4229228363866047,343.63378255440773,44
3,14,1,1,1,9,5,3,8.519495427439798,3.5642728403256556,257.54590375176656,66
2,6,2,1,2,2,4,5,8.53763281993945,3.5973662164605877,315.2671373755633,55
0,16,2,2,3,1,1,2,5.824806869219767,1.6868467373228455,316.9606306815692,32
2,9,0,2,0,7,3,2,5.4200941221858,3.1772562466712273,381.56805712429144,30
5,18,1,2,0,8,4,2,5.603488896792706,3.7470303136503955,363.19414882478975,38
5,23,0,2,3,10,4,1,6.921049688527629,4.156956273741503,333.8617611918143,34
5,10,0,1,1,5,1,2,7.858279441780174,3.639235682101505,333.33587833408427,44
2,7,2,0,1,3,3,2,8.593735991015894,1.9939756888947036,242.10495889940097,46
1,12,0,1,2,2,4,5,9.232396494840934,1.732445580137301,264.26604610567756,58
5,18,1,0,3,4,5,5,9.517995256846415,2.9374742795933027,244.61478531873817,55
2,17,0,2,0,3,4,4,9.187669780785532,4.413012197033577,299.98174306143164,37
1,12,0,0,1,1,2,3,6.059791177958132,4.502440406289078,369.1984525583355,44
4,22,2,1,1,6,2,3,9.97085420191825,2.863987972778565,279.86795622196246,54
1,14,0,2,3,9,2,4,5.747388676457568,1.3000615112502594,304.4305910147046,56
4,21,0,0,1,2,5,1,7.1401090706751615,2.373022696382275,288.59109035681524,43
5,13,0,0,1,10,2,5,5.897246406342503,4.385523187470287,336.6986536703316,55
1,11,0,0,1,5,5,4,7.6535737418539105,1.1885041049966982,314.0302485203242,55
2,18,1,1,1,5,3,2,5.806802257031065,3.6719347108346105,369.7961493758795,62
0,20,2,0,0,6,2,3,6.560972491512041,5.872353370718866,340.99458385326756,37
0,11,0,2,1,4,3,2,5.651794846941782,4.339495581906538,346.0113242180636,27
3,6,1,2,3,4,3,2,5.129563863411435,4.999565639974841,374.2773760450017,34
2,15,2,2,1,4,2,1,6.7073596784055685,5.830553159930636,346.36049844283326,27
2,17,2,0,0,10,3,2,7.582532707862105,5.6381105673152385,295.1546512614169,55
3,15,0,0,0,5,1,3,4.391128393056533,0.9860550226847944,336.1942422616504,51
6,6,0,1,0,2,3,2,4.296079363942646,5.531809956900759,397.3287351099634,32
0,11,2,2,2,9,3,2,9.375793398759033,3.589520501856006,264.1775744683203,50
6,20,0,0,3,9,3,2,6.5605572915138,4.021911504804285,337.2527885436254,41
2,6,2,0,2,4,4,2,6.216715425642964,5.818881795308093,343.38842575791824,36
3,7,2,0,2,5,3,1,9.41064330699308,3.846807499871289,277.93694771488504,53
4,18,1,0,1,8,5,2,5.68717724017985,5.774491903446471,354.855146164536,47
2,21,0,2,2,9,2,4,9.022982941740171,2.822028978584073,272.11516579445595,56
5,12,0,1,1,4,5,4,4.791715470227462,0.6617291143121631,360.73028558927786,47
6,17,2,0,0,1,5,3,5.399584170250176,4.338676149578202,393.4237495890906,27
0,14,0,2,3,2,5,4,7.601330514451235,0.7507673669654553,291.99389075692187,42
2,9,0,2,0,6,5,3,9.93293264166552,5.801459897320997,307.0686694571541,16
0,16,0,1,1,3,1,1,7.301166084436438,2.272567086367443,305.40881569250007,52
2,9,2,0,1,8,4,2,6.124921223669626,1.406341170672048,337.7655129442454,46
6,7,1,0,2,3,2,5,4.096108781896649,2.554514921483958,350.65409350282846,56
6,14,0,1,0,5,4,1,4.856279922219506,5.030476785367754,375.2107647381057,33
4,23,0,2,0,8,1,5,4.059206729134086,5.176463301841243,413.30124478370203,15
6,9,0,2,0,2,5,3,8.04233470234561,5.502112273445824,335.66846663330665,10
4,7,0,1,0,10,5,5,7.297140762759657,5.6498712788378,364.27127797025884,64
6,8,1,0,3,6,5,5,6.82339539782023,5.291764009057297,307.962142426185,41
0,20,0,1,1,3,3,3,8.311182502558566,1.4477539480027775,277.6577383269111,49
4,13,2,0,1,10,5,4,9.045664037473689,5.242579669380341,308.4745182823463,61
5,22,2,0,2,9,2,3,5.408546187350894,5.110412383000433,352.55795907649167,47
4,10,1,2,0,2,3,4,8.117219287255121,3.688764399806337,304.55873736538314,58
1,8,0,0,2,8,5,2,6.293485981588355,2.6906013114326606,334.3701913839278,45
6,7,0,0,0,3,1,2,5.485257737597874,1.924941791674177,339.6421870862078,35
0,14,2,2,0,9,1,1,9.904090676328721,4.674572865802274,294.6622815238931,41
0,23,0,1,2,8,5,3,7.417613149767685,5.018118609345859,334.4548190556311,35
2,17,1,0,0,8,4,4,9.540970762960965,4.888002971212584,312.1405523294343,62
2,10,0,1,2,8,5,2,7.809382892005851,1.134665287142361,284.4048755405974,41
4,8,1,1,3,7,3,4,8.946656906014088,3.541933275873908,266.11716963552715,70
2,17,1,1,0,5,3,2,7.938627635794306,1.9859372489991625,281.8076536638125,60
4,14,1,0,3,1,5,3,4.119235552455015,5.391893704959875,403.6658051321914,23
0,9,2,1,2,7,1,1,7.814472588263557,1.2325590252734213,308.8749010294437,52
6,9,2,1,1,4,2,5,9.461948472441339,2.296600114419353,231.5211187073575,47
0,19,0,1,1,1,1,2,5.937855055333441,5.018509797988435,388.23952091901197,43
5,7,0,1,2,1,5,2,9.808078395036597,4.2230078500588375,296.64405198299914,25
1,22,1,2,2,1,1,2,9.330363015704148,2.060758927603964,257.3295975192476,40
1,13,0,2,1,5,1,2,7.463629335386269,2.706853830076532,318.7490915415852,36
6,16,0,0,2,4,5,4,7.364012930606189,2.8584905466955224,275.3797233082766,49
6,18,0,0,1,5,3,1,6.6849816383369065,3.912499556580236,301.29562942282445,42
0,22,0,2,0,8,3,2,7.854219457700575,3.234238140831772,305.10232239636946,36
3,18,1,0,3,10,4,1,7.257486821368463,1.2138498450512267,296.01152250589274,76
3,15,0,0,1,8,1,4,5.600132458446354,5.039360033143613,361.2789927131762,48
1,18,0,0,1,4,2,2,7.152430915759021,3.911358313261018,316.80116860285864,52
2,20,0,0,3,5,2,2,9.250500461663076,4.558060823928176,289.90061570817153,43
6,13,0,0,1,8,2,3,8.719688523214778,5.433073052283049,287.12491927666565,25
3,17,2,1,2,5,5,1,6.2577444158325095,5.6127093633756635,359.1246265942557,31
2,10,2,1,3,8,1,5,8.219695445392121,5.338470674631655,318.8804095943584,51
3,23,0,0,0,7,3,3,4.656279273297137,0.8796526135691208,312.94902310753184,47
6,22,0,2,3,2,1,5,8.50459003554807,4.662115867618665,271.59606020683344,24
1,11,0,1,0,1,4,4,8.946578531390882,0.9226774308167767,236.79647696143758,63
0,14,2,1,0,5,4,1,5.736678981959561,1.1549587922769327,308.01410472582523,51
4,8,0,1,0,8,5,1,7.226162439364367,5.63894421307913,325.058314402238,34
1,21,0,0,1,4,4,3,6.396525826333991,1.5892953261758747,283.65497370656266,54
3,14,2,2,0,4,1,3,4.127325296687174,1.2212895755807995,374.4352170765434,31
5,13,0,2,3,2,2,2,5.073706456408393,3.7115921291761054,367.2290672462794,29
1,16,1,0,0,3,3,1,8.95636822033259,4.166100186898477,254.78772145178576,49
0,10,0,0,2,1,5,1,9.218307789301303,3.7364443314613447,281.7467281299124,44
0,13,1,2,1,7,1,4,8.999852268860211,5.71467908283051,282.95880675706553,49
2,19,0,2,2,2,5,4,7.943860501888534,2.395920937763325,309.5488312769062,39
4,23,0,2,2,10,4,4,7.400835853827517,2.2222925996470266,310.0244592151666,55
2,7,0,0,1,8,4,1,5.063155507438675,1.2458526678566912,355.1251807583386,50
2,11,1,2,2,10,2,2,6.26534046672709,5.7098716010171335,391.7071168977575,52
6,10,0,1,3,5,4,4,6.966852646056051,3.6862793365381874,303.27439300577225,54
5,9,2,1,1,10,4,4,4.94226383974017,2.030667636975467,333.68688260386745,61
4,15,1,0,0,1,1,1,6.188379467565614,1.5045046038422811,284.49417172508055,63
4,17,0,0,2,7,5,2,4.383856115398135,3.3315198709836276,402.95011250411414,26
6,13,2,2,2,1,1,1,4.832686076017855,3.3541371264070006,379.23433542837256,25
2,13,2,0,1,9,4,3,5.207501783813512,3.2652127647862303,343.35343815774917,64
1,19,2,2,3,2,3,1,4.780295184922823,1.0521105222087803,315.36091306505307,36
4,16,0,0,2,10,3,3,9.69836340212256,2.273957549121092,265.6442476047551,69
2,21,0,1,1,7,4,4,9.774372051815938,2.7271223447438686,268.8113498100953,63
5,15,0,0,0,4,1,4,4.126333919240265,5.136330935990333,408.15686514456024,15
3,12,1,0,2,6,4,4,4.9568524988911715,0.7217796628341342,362.15146306252154,71
1,23,0,0,0,2,4,4,8.01809323223144,1.2860501863934535,292.5423477545641,58
3,21,2,1,1,1,3,1,6.318042975830142,3.2625117711623566,361.9927780727558,48
2,10,1,1,2,5,1,5,4.387057001616793,3.5120200042703384,352.66474853337286,72
1,9,0,1,0,6,3,3,8.457351290399473,4.360279855884699,307.3638561881064,38
6,18,1,0,3,4,2,5,8.841564572244115,1.3294231428650556,292.35115295446303,63
4,23,1,1,1,4,4,1,9.327871389135852,3.692573554124924,275.56654807224754,56
1,18,1,1,0,2,2,2,9.547326456759233,1.348598326995605,222.9729193927304,56
5,13,0,0,0,8,2,3,6.474230311269375,0.9298304052851504,338.7799335600008,39
3,20,0,1,2,10,4,2,7.1192358922617425,2.576229530982104,273.47464869187354,69
4,14,0,0,0,10,5,3,5.439092115117405,0.9128768092375084,298.2508463295824,62
4,21,0,0,0,8,2,5,5.634651334128879,1.5752895583169417,337.255068710402,60
5,11,0,0,3,5,2,4,7.459175408814531,1.8653566600337264,267.33075714457243,45
5,9,2,0,0,7,4,5,9.407810667594395,4.159266492761576,309.9630215430451,42
1,13,0,2,2,3,3,3,8.282715895177681,0.7157828884923385,271.4073223975866,33
5,21,2,1,3,1,3,3,7.595848794841334,3.964767349093964,309.2312337438025,44
5,20,1,2,2,7,2,1,8.19085312304737,2.4845823287986812,255.04857315886568,30
3,12,1,0,2,9,5,4,9.91094863479173,4.542662161970558,254.89719828738754,67
0,11,0,2,3,3,3,5,9.697380835305246,1.7279351644011274,232.30481806739837,45
0,18,0,0,1,3,4,1,7.2142646413894775,1.8957614890533026,326.476873385271,51
6,15,1,2,3,3,4,1,4.266781169785293,5.1961106965646895,385.315940715872,27
1,19,1,2,3,5,2,5,4.504056863668032,1.2220321776852097,380.31263929913,54
0,14,2,1,0,2,2,3,9.417183439149547,2.1318936524233294,289.2244770846078,53
1,17,0,1,0,1,4,2,9.337581987882238,3.6252421122612297,281.20529667156745,52
4,11,2,2,3,1,5,4,5.1169341843234575,5.477223365537797,360.39794542893407,29
5,9,2,2,2,10,4,2,8.359723706398306,5.880695415505132,296.27702628334407,26
6,12,0,1,2,5,1,3,5.325851830673889,5.552194642325515,381.4255481592235,30
1,18,0,0,1,5,5,4,8.77656930226914,2.5930147890852075,275.4069037220499,53
4,23,2,0,2,3,4,5,5.5450679863628975,4.85394396379226,353.57261100107013,54
3,13,2,0,1,3,1,1,4.035183597826511,1.8597131462688505,363.11466542688856,48
6,20,0,1,2,8,2,2,4.0713600593411545,1.2363211843129458,365.0798179728273,44
0,23,0,1,1,4,4,4,6.020717515459227,0.5534732233493559,343.8591742723446,56
4,11,0,2,2,7,4,1,8.638426883741264,5.061335260527624,322.123073870152,23
2,19,0,1,1,3,1,2,8.980097225552454,2.914603720070818,283.91445680339183,49
5,12,2,2,2,6,1,3,5.645517961613737,1.365325066718427,302.45901284378874,27
1,16,0,1,3,7,5,5,8.962087435383356,4.658305497725938,312.2936288700128,45
5,21,0,0,2,8,2,5,9.584540997228252,2.260438273161747,269.45013324545766,48
0,19,2,2,2,3,4,2,5.0737980676678465,4.481346535202635,379.29588988164596,25
1,6,1,1,0,10,1,4,9.22782742005122,2.694360013245303,251.07895437362913,88
2,15,0,2,1,2,2,2,5.679367543599217,3.815165332851973,348.2164174580508,37
6,22,2,0,3,2,1,1,5.366063286742034,0.8627038582583775,328.61581262246176,37
6,17,1,2,3,8,3,5,7.319146423004414,4.256816922663424,286.8945111898341,38
6,7,0,2,2,2,3,2,5.787978103222854,1.144205447449737,306.5950089186984,21
2,13,0,1,1,7,4,3,4.209219368305154,4.31337427348868,414.8206905878187,19
4,11,2,0,2,7,4,5,5.198385046330226,0.6799405005557987,333.8041469596183,56
0,18,0,1,0,9,3,1,4.73525285253675,2.952147175900857,378.868143635389,68
0,18,1,0,0,4,3,3,6.826175115552808,2.480253669094342,286.41638045863925,64
1,16,2,0,2,1,1,3,8.167015720921313,4.4195639020907045,291.97879272702596,35
2,23,1,2,1,6,3,1,4.763013181804139,4.88699946492473,364.4041505335527,31
5,20,1,0,3,3,2,1,7.452595681492161,3.9829349816741506,307.66404296710874,45
3,10,2,0,1,6,1,5,8.97706378869889,5.501110285642797,326.1366293227524,53
2,8,0,2,3,10,3,5,8.02742854851493,3.621873042323981,321.72622892566164,56
6,21,0,0,0,9,3,4,8.715307067332402,2.3418248338519954,287.4289072470304,64
6,19,2,0,0,1,2,2,9.664954564854801,3.505607248507628,299.043130517534,37
4,11,0,0,0,2,1,5,7.168313582304078,3.0186841172873513,310.0313299064975,59
6,16,2,2,3,8,5,2,5.6347744657800165,3.1317002577816977,339.3828397793044,24
6,9,1,2,2,8,1,1,9.824884288725455,3.8848819125627294,284.1174906583333,30
2,8,0,2,2,7,5,4,7.276931237169276,3.949539936324722,308.4955220709213,40
1,6,1,0,0,10,2,1,4.580963897587506,3.798164929658163,388.46736349811624,70
3,14,0,2,3,4,5,4,7.40611662454136,3.9451033652153473,307.0227133322521,44
6,11,0,1,1,10,3,3,7.864697241309689,4.9046206504889955,326.85407509152355,43
0,22,0,2,1,6,1,3,6.768433681946789,2.7763566234704466,344.6957631946849,37
1,14,0,1,0,6,2,3,6.53989984465233,4.595054853545731,333.1286570687961,35
0,13,1,0,3,4,3,2,7.99796180865619,2.988962348759306,291.8734048107314,55
1,23,0,0,0,10,4,2,4.051356093477695,4.596200863381298,385.80888845528654,59
1,22,0,1,2,2,2,2,8.168369750909342,0.9421788570166414,253.26721020565878,51
2,20,0,0,1,4,3,3,4.815049947063078,1.7404626538492969,323.42865631152443,52
2,16,2,1,0,3,1,5,9.738149196110424,5.54097452179122,318.52682812114017,51
5,12,0,2,3,2,2,4,5.634974690755942,1.8228652593090762,317.5429190481371,30
3,11,0,1,0,9,3,3,7.414540291730761,5.566554416103706,325.37989128159205,58
4,15,0,0,1,4,2,1,4.196571847865696,1.0805059047814332,362.32351038984814,51
2,18,0,2,2,8,3,4,5.993555257960551,3.79662437975491,348.4068754599679,48
3,14,0,1,0,3,5,2,8.711086135235249,1.607661104162972,286.6316338432458,46
6,15,0,1,2,8,5,4,8.570895054087437,2.374007213678002,268.9481777252086,41
6,19,0,1,2,2,2,5,8.224681532104201,3.7185133540239437,272.03422767073744,50
4,9,0,2,2,7,2,5,6.689727486178651,1.2350070925164283,311.9516395873655,41
2,6,0,2,0,5,2,4,6.980203997630836,2.4452636246465254,276.3157067312024,42
6,7,0,1,1,4,5,3,9.885279783473678,4.317975349027744,281.44680120955843,29
5,15,1,0,0,8,3,4,7.1304490581310045,5.271546961872417,336.8672314808906,48
6,7,2,1,1,5,4,5,8.627493095963645,2.180032741410966,300.61221632410644,50
6,20,0,1,3,1,2,3,4.607875486920404,5.955845173860759,391.2505599627999,28
5,12,0,2,2,3,2,3,7.329573823354229,0.843078181684759,308.7094006700437,22
4,7,0,0,2,6,5,5,8.045012352049785,1.579427828801219,247.10216238460578,56
3,19,0,2,1,4,2,4,4.670075522311794,5.263701540954899,366.06114365395615,38
2,6,0,2,2,5,4,5,4.294518253667789,4.621544093258882,367.5935728533394,32
6,19,1,0,1,4,1,2,6.391314262304721,1.6844499865072367,309.8625241412167,49
0,16,1,0,0,6,1,5,8.300692765117901,2.1250011665567046,261.3863842923283,68
4,19,0,2,3,4,1,5,6.923898940957682,2.716194722556494,289.781000403744,45
6,22,0,0,0,8,1,4,4.184733060722342,3.7827267974693943,410.90335464167526,25
3,22,0,0,3,5,2,4,4.63882203004791,1.5487767025901042,336.4800983284756,63
3,6,0,0,3,5,3,1,5.762812101083882,4.670882862950153,387.85339031890766,36
4,18,1,0,1,3,1,2,8.185650757673535,4.6595038853125805,295.32567216954004,45
1,14,0,0,2,1,5,4,5.1559928611138535,3.563892147897165,390.6274577867902,56
2,22,0,1,3,2,2,5,7.696428428150835,3.2274245807964137,313.861465069017,58
1,11,1,2,3,2,2,4,4.93120177129024,2.6442191583392924,320.502281189591,51
2,20,0,0,0,3,5,4,5.673834416090525,1.8441559653247104,333.0917362858974,56
5,9,0,0,2,9,5,1,6.522893544246082,4.5572205991345704,346.17146447540335,37
0,17,0,1,0,1,4,1,4.167772248227856,5.970741592767833,418.42951593828104,20
0,7,0,0,1,7,1,4,6.707104753218545,2.79785497110398,312.58973886957153,60
1,14,1,1,1,7,3,1,4.842722679889503,4.564233066597092,406.20422694197725,33
0,23,1,2,3,2,3,3,5.625126256027656,1.774037715404308,333.87049523581294,48
3,16,1,1,1,8,5,1,9.988850374089358,5.156655794315543,295.82683137420906,46
6,17,0,0,3,7,2,3,8.619997438952236,4.165789311082829,323.15888623604644,32
5,16,2,2,2,5,3,1,9.177573578413206,2.0801629255589447,291.9888559181034,24
4,15,0,1,3,5,2,1,8.398405760554542,1.6215621860641931,251.41395080946396,51
4,17,2,0,1,6,4,1,4.881427866596517,5.819381232722106,352.458718926814,44
4,23,1,1,3,9,2,3,5.781297566572557,1.9346467673998502,340.98479959821674,71
1,19,0,0,3,2,5,5,7.051368202099814,3.1316820844998223,294.37885885584797,59
4,20,1,1,2,1,2,1,7.951144002245128,1.4348957111727914,312.12281755287864,61
4,13,0,1,1,3,2,4,4.832759879387486,3.4944645207159297,389.9239374956864,64
5,22,0,2,2,1,1,5,9.598111751000648,1.4255386422816951,248.96543082828006,39
1,12,0,2,0,5,1,1,4.469903077700126,1.451637008310556,361.1221722012076,38
1,21,1,0,3,2,2,1,6.929765641847409,1.4752333456352198,320.86143409812286,63
5,11,1,1,2,5,1,3,9.281429596192229,2.52964474161427,271.64988793843474,51
1,9,2,2,2,4,1,1,8.856115300398784,3.4622510288928217,315.233926477381,34
6,20,0,2,3,3,1,4,5.399149913961997,5.20226246518972,348.50109363961064,28
5,13,2,2,2,8,4,4,7.929683425789735,4.7038294050148295,333.13359890953217,20
3,19,2,1,1,10,4,2,6.14147300964371,5.760010862257285,369.3664033135301,59
3,6,0,0,2,4,4,5,5.860441807754281,4.156863260278467,382.388840914083,54
1,21,2,0,3,5,1,4,8.780872411159816,4.7676288557778275,312.94214465069365,51
1,8,1,2,0,9,5,1,4.598291128921505,4.503412618823939,404.18214328707694,23
0,19,0,1,3,6,5,2,5.405535251405346,3.4503098340575704,319.29200052807494,43
4,6,0,2,1,7,2,3,5.769068790724771,2.8935735319530496,350.07592115421653,32
6,8,0,1,2,7,3,4,4.602733126823679,5.558428724434019,390.1874554593853,36
3,15,2,2,3,10,2,1,8.013646811609107,1.09545254880708,250.68301516757683,47
6,8,0,0,0,10,2,1,4.840778176273691,5.55453336607088,363.8663456660639,45
6,17,2,2,0,2,5,3,8.255488538244368,1.397666855674074,275.1756838523237,19
3,17,2,1,1,7,1,4,4.454319113515863,0.7396616534887641,317.6943174276974,57
3,21,0,0,1,10,2,5,8.44079326715331,5.737730232925005,313.969486553057,68
3,20,0,0,2,2,3,2,6.093737786464459,4.7938716819168485,343.9699787390306,39
4,11,0,1,0,4,3,2,4.471005422826397,3.4222918645461218,392.0885415372464,46
0,19,0,2,3,3,3,4,7.993260791518004,2.600623368481995,273.3700291129194,43
2,11,0,2,0,8,5,2,4.107502944609595,2.89022220330546,391.96611784947606,26
6,21,2,1,2,4,1,3,7.928769271636163,4.995938978347287,297.4491554886682,29
3,20,2,1,0,1,1,3,9.693378974039673,5.324479740088066,300.4284779157789,44
4,9,0,0,1,1,4,1,6.203288490021221,2.2850407681091234,302.1083301037227,52
2,21,0,1,2,6,5,2,4.921123959899256,3.0771115275652523,392.0652505529026,48
4,20,0,1,3,8,2,5,5.554160608897455,4.375994889706837,362.3569979115949,53
4,22,0,0,0,7,1,4,7.992064989496918,4.14966302439916,327.583806950476,46
2,8,0,1,3,7,4,4,7.222626272364294,4.483344667847298,332.9317566907794,53
1,8,0,2,0,2,5,5,9.045644478241826,0.6352066500574416,250.0516941403104,35
6,7,0,0,0,7,3,5,8.233957372183752,2.465200227583274,279.8120251618179,49
5,20,2,0,1,1,3,4,6.23488590476317,0.9241868856576527,299.4195519796101,45
6,20,2,0,3,1,5,5,5.269956358451124,2.121451105522513,343.05020350455095,41
3,16,0,1,2,6,1,5,8.50944484598806,5.431283226895818,337.86799079253933,45
3,6,1,0,2,1,5,4,8.009484760923144,1.8859582408582456,249.83841486289344,60
0,13,1,2,2,5,4,3,6.235399137459976,5.19818643414202,317.47884529848386,35
5,21,1,0,0,3,3,1,4.122701637197547,1.9227057011968143,385.3072833454861,49
1,11,2,1,0,5,3,2,8.73772438070637,3.1679473894727552,259.6132515676316,45
3,8,0,1,0,7,1,5,6.602393977809811,3.9678187215928746,307.9766205218607,57
6,18,0,1,3,7,1,4,4.757661864846758,4.664473190358727,361.98121584814714,42
6,14,0,1,3,7,4,2,9.510800277946139,2.764143755044314,234.03580551435883,39
5,12,1,0,0,4,5,4,8.446359911623372,2.124502846178059,272.6894866871013,53
0,18,0,0,3,8,1,4,9.246682664047153,5.4969985360046945,274.594359103983,45
2,23,2,2,0,3,2,3,8.616781455775476,4.508780918140883,314.48646942632246,27
1,21,0,1,0,9,2,4,5.48570549302741,0.8091483332457647,320.6481446843951,72
5,12,1,1,3,7,1,3,7.264212069555034,0.8376251960868549,276.2490519532631,54
4,20,0,1,2,8,2,4,4.511037636406247,4.858500614475829,356.3072388579321,48
6,6,1,1,0,10,3,2,7.998604491771839,1.0623449824902393,291.07884118071854,66
2,20,0,2,2,6,4,2,9.512909895423176,1.6144975072693066,229.95094087783525,36
6,7,0,2,2,9,1,3,6.1806173625550125,2.009324536295651,310.1359660579121,43
5,7,0,2,1,1,3,3,6.145141466509029,5.721900098730655,344.8532953739605,14
3,17,0,2,1,10,2,3,8.122811405401386,3.0053515379269036,294.23379273768734,51
4,19,1,1,2,5,3,2,5.708134064737291,5.671301518790233,390.3734043057425,47
6,14,1,0,2,3,1,5,8.526406971932166,1.993976652399693,266.11074631970763,60
4,11,0,1,0,6,1,1,5.242599825069434,4.161666210917731,383.349239837472,41
2,11,0,1,3,9,3,5,5.516564313297844,5.47160998944662,377.6781154323143,63
2,23,0,1,2,10,1,1,4.859781509151597,5.095994458263209,346.76931147560396,57
5,23,1,2,2,7,4,5,9.292102712820338,4.916306209517891,299.41927043192504,39
6,12,0,1,2,9,2,5,6.4888390931480435,2.336791080515308,299.1549230448057,68
1,13,0,0,0,2,3,3,6.875463818071692,4.561375697716814,354.2601609580191,39
2,18,2,2,3,9,4,4,8.830614802043879,1.1547790820109491,250.63762564443428,56
5,22,1,0,0,5,5,1,7.81408753620575,4.590037525048011,329.6589771941117,31
2,22,0,1,0,1,1,3,5.065814643609921,4.686127103483829,347.50485966178763,43
3,15,0,1,1,5,1,4,8.75210041832192,1.3971645802185755,233.90072482680333,59
2,15,0,1,0,1,1,2,7.195893594575584,1.845882455071128,304.34767076481677,48
1,13,2,2,3,5,5,3,4.058994619864238,5.448135764741078,429.41132541835634,10
3,7,0,0,0,2,5,2,8.41430492978933,5.754400796710625,300.27722780008105,38
6,23,1,1,1,2,3,1,5.6210968173375635,3.5866733060015026,379.29548853559777,45
5,15,0,0,0,5,1,2,6.3169274292352995,5.7429262702019415,356.8610187351631,27
1,16,0,2,3,5,3,3,6.662805905198701,4.168373155445558,363.73854175358804,26
